"","Admit","Gender","Dept"
"19.76","Admitted","Female","E"
"19.77","Admitted","Female","E"
"19.78","Admitted","Female","E"
"19.79","Admitted","Female","E"
"19.80","Admitted","Female","E"
"19.81","Admitted","Female","E"
"19.82","Admitted","Female","E"
"19.83","Admitted","Female","E"
"19.84","Admitted","Female","E"
"19.85","Admitted","Female","E"
"19.86","Admitted","Female","E"
"19.87","Admitted","Female","E"
"19.88","Admitted","Female","E"
"19.89","Admitted","Female","E"
"19.90","Admitted","Female","E"
"19.91","Admitted","Female","E"
"19.92","Admitted","Female","E"
"19.93","Admitted","Female","E"
"20","Rejected","Female","E"
"20.1","Rejected","Female","E"
"20.2","Rejected","Female","E"
"20.3","Rejected","Female","E"
"20.4","Rejected","Female","E"
"20.5","Rejected","Female","E"
"20.6","Rejected","Female","E"
"20.7","Rejected","Female","E"
"20.8","Rejected","Female","E"
"20.9","Rejected","Female","E"
"20.10","Rejected","Female","E"
"20.11","Rejected","Female","E"
"20.12","Rejected","Female","E"
"20.13","Rejected","Female","E"
"20.14","Rejected","Female","E"
"20.15","Rejected","Female","E"
"20.16","Rejected","Female","E"
"20.17","Rejected","Female","E"
"20.18","Rejected","Female","E"
"20.19","Rejected","Female","E"
"20.20","Rejected","Female","E"
"20.21","Rejected","Female","E"
"20.22","Rejected","Female","E"
"20.23","Rejected","Female","E"
"20.24","Rejected","Female","E"
"20.25","Rejected","Female","E"
"20.26","Rejected","Female","E"
"20.27","Rejected","Female","E"
"20.28","Rejected","Female","E"
"20.29","Rejected","Female","E"
"20.30","Rejected","Female","E"
"20.31","Rejected","Female","E"
"20.32","Rejected","Female","E"
"20.33","Rejected","Female","E"
"20.34","Rejected","Female","E"
"20.35","Rejected","Female","E"
"20.36","Rejected","Female","E"
"20.37","Rejected","Female","E"
"20.38","Rejected","Female","E"
"20.39","Rejected","Female","E"
"20.40","Rejected","Female","E"
"20.41","Rejected","Female","E"
"20.42","Rejected","Female","E"
"20.43","Rejected","Female","E"
"20.44","Rejected","Female","E"
"20.45","Rejected","Female","E"
"20.46","Rejected","Female","E"
"20.47","Rejected","Female","E"
"20.48","Rejected","Female","E"
"20.49","Rejected","Female","E"
"20.50","Rejected","Female","E"
"20.51","Rejected","Female","E"
"20.52","Rejected","Female","E"
"20.53","Rejected","Female","E"
"20.54","Rejected","Female","E"
"20.55","Rejected","Female","E"
"20.56","Rejected","Female","E"
"20.57","Rejected","Female","E"
"20.58","Rejected","Female","E"
"20.59","Rejected","Female","E"
"20.60","Rejected","Female","E"
"20.61","Rejected","Female","E"
"20.62","Rejected","Female","E"
"20.63","Rejected","Female","E"
"20.64","Rejected","Female","E"
"20.65","Rejected","Female","E"
"20.66","Rejected","Female","E"
"20.67","Rejected","Female","E"
"20.68","Rejected","Female","E"
"20.69","Rejected","Female","E"
"20.70","Rejected","Female","E"
"20.71","Rejected","Female","E"
"20.72","Rejected","Female","E"
"20.73","Rejected","Female","E"
"20.74","Rejected","Female","E"
"20.75","Rejected","Female","E"
"20.76","Rejected","Female","E"
"20.77","Rejected","Female","E"
"20.78","Rejected","Female","E"
"20.79","Rejected","Female","E"
"20.80","Rejected","Female","E"
"20.81","Rejected","Female","E"
"20.82","Rejected","Female","E"
"20.83","Rejected","Female","E"
"20.84","Rejected","Female","E"
"20.85","Rejected","Female","E"
"20.86","Rejected","Female","E"
"20.87","Rejected","Female","E"
"20.88","Rejected","Female","E"
"20.89","Rejected","Female","E"
"20.90","Rejected","Female","E"
"20.91","Rejected","Female","E"
"20.92","Rejected","Female","E"
"20.93","Rejected","Female","E"
"20.94","Rejected","Female","E"
"20.95","Rejected","Female","E"
"20.96","Rejected","Female","E"
"20.97","Rejected","Female","E"
"20.98","Rejected","Female","E"
"20.99","Rejected","Female","E"
"20.100","Rejected","Female","E"
"20.101","Rejected","Female","E"
"20.102","Rejected","Female","E"
"20.103","Rejected","Female","E"
"20.104","Rejected","Female","E"
"20.105","Rejected","Female","E"
"20.106","Rejected","Female","E"
"20.107","Rejected","Female","E"
"20.108","Rejected","Female","E"
"20.109","Rejected","Female","E"
"20.110","Rejected","Female","E"
"20.111","Rejected","Female","E"
"20.112","Rejected","Female","E"
"20.113","Rejected","Female","E"
"20.114","Rejected","Female","E"
"20.115","Rejected","Female","E"
"20.116","Rejected","Female","E"
"20.117","Rejected","Female","E"
"20.118","Rejected","Female","E"
"20.119","Rejected","Female","E"
"20.120","Rejected","Female","E"
"20.121","Rejected","Female","E"
"20.122","Rejected","Female","E"
"20.123","Rejected","Female","E"
"20.124","Rejected","Female","E"
"20.125","Rejected","Female","E"
"20.126","Rejected","Female","E"
"20.127","Rejected","Female","E"
"20.128","Rejected","Female","E"
"20.129","Rejected","Female","E"
"20.130","Rejected","Female","E"
"20.131","Rejected","Female","E"
"20.132","Rejected","Female","E"
"20.133","Rejected","Female","E"
"20.134","Rejected","Female","E"
"20.135","Rejected","Female","E"
"20.136","Rejected","Female","E"
"20.137","Rejected","Female","E"
"20.138","Rejected","Female","E"
"20.139","Rejected","Female","E"
"20.140","Rejected","Female","E"
"20.141","Rejected","Female","E"
"20.142","Rejected","Female","E"
"20.143","Rejected","Female","E"
"20.144","Rejected","Female","E"
"20.145","Rejected","Female","E"
"20.146","Rejected","Female","E"
"20.147","Rejected","Female","E"
"20.148","Rejected","Female","E"
"20.149","Rejected","Female","E"
"20.150","Rejected","Female","E"
"20.151","Rejected","Female","E"
"20.152","Rejected","Female","E"
"20.153","Rejected","Female","E"
"20.154","Rejected","Female","E"
"20.155","Rejected","Female","E"
"20.156","Rejected","Female","E"
"20.157","Rejected","Female","E"
"20.158","Rejected","Female","E"
"20.159","Rejected","Female","E"
"20.160","Rejected","Female","E"
"20.161","Rejected","Female","E"
"20.162","Rejected","Female","E"
"20.163","Rejected","Female","E"
"20.164","Rejected","Female","E"
"20.165","Rejected","Female","E"
"20.166","Rejected","Female","E"
"20.167","Rejected","Female","E"
"20.168","Rejected","Female","E"
"20.169","Rejected","Female","E"
"20.170","Rejected","Female","E"
"20.171","Rejected","Female","E"
"20.172","Rejected","Female","E"
"20.173","Rejected","Female","E"
"20.174","Rejected","Female","E"
"20.175","Rejected","Female","E"
"20.176","Rejected","Female","E"
"20.177","Rejected","Female","E"
"20.178","Rejected","Female","E"
"20.179","Rejected","Female","E"
"20.180","Rejected","Female","E"
"20.181","Rejected","Female","E"
"20.182","Rejected","Female","E"
"20.183","Rejected","Female","E"
"20.184","Rejected","Female","E"
"20.185","Rejected","Female","E"
"20.186","Rejected","Female","E"
"20.187","Rejected","Female","E"
"20.188","Rejected","Female","E"
"20.189","Rejected","Female","E"
"20.190","Rejected","Female","E"
"20.191","Rejected","Female","E"
"20.192","Rejected","Female","E"
"20.193","Rejected","Female","E"
"20.194","Rejected","Female","E"
"20.195","Rejected","Female","E"
"20.196","Rejected","Female","E"
"20.197","Rejected","Female","E"
"20.198","Rejected","Female","E"
"20.199","Rejected","Female","E"
"20.200","Rejected","Female","E"
"20.201","Rejected","Female","E"
"20.202","Rejected","Female","E"
"20.203","Rejected","Female","E"
"20.204","Rejected","Female","E"
"20.205","Rejected","Female","E"
"20.206","Rejected","Female","E"
"20.207","Rejected","Female","E"
"20.208","Rejected","Female","E"
"20.209","Rejected","Female","E"
"20.210","Rejected","Female","E"
"20.211","Rejected","Female","E"
"20.212","Rejected","Female","E"
"20.213","Rejected","Female","E"
"20.214","Rejected","Female","E"
"20.215","Rejected","Female","E"
"20.216","Rejected","Female","E"
"20.217","Rejected","Female","E"
"20.218","Rejected","Female","E"
"20.219","Rejected","Female","E"
"20.220","Rejected","Female","E"
"20.221","Rejected","Female","E"
"20.222","Rejected","Female","E"
"20.223","Rejected","Female","E"
"20.224","Rejected","Female","E"
"20.225","Rejected","Female","E"
"20.226","Rejected","Female","E"
"20.227","Rejected","Female","E"
"20.228","Rejected","Female","E"
"20.229","Rejected","Female","E"
"20.230","Rejected","Female","E"
"20.231","Rejected","Female","E"
"20.232","Rejected","Female","E"
"20.233","Rejected","Female","E"
"20.234","Rejected","Female","E"
"20.235","Rejected","Female","E"
"20.236","Rejected","Female","E"
"20.237","Rejected","Female","E"
"20.238","Rejected","Female","E"
"20.239","Rejected","Female","E"
"20.240","Rejected","Female","E"
"20.241","Rejected","Female","E"
"20.242","Rejected","Female","E"
"20.243","Rejected","Female","E"
"20.244","Rejected","Female","E"
"20.245","Rejected","Female","E"
"20.246","Rejected","Female","E"
"20.247","Rejected","Female","E"
"20.248","Rejected","Female","E"
"20.249","Rejected","Female","E"
"20.250","Rejected","Female","E"
"20.251","Rejected","Female","E"
"20.252","Rejected","Female","E"
"20.253","Rejected","Female","E"
"20.254","Rejected","Female","E"
"20.255","Rejected","Female","E"
"20.256","Rejected","Female","E"
"20.257","Rejected","Female","E"
"20.258","Rejected","Female","E"
"20.259","Rejected","Female","E"
"20.260","Rejected","Female","E"
"20.261","Rejected","Female","E"
"20.262","Rejected","Female","E"
"20.263","Rejected","Female","E"
"20.264","Rejected","Female","E"
"20.265","Rejected","Female","E"
"20.266","Rejected","Female","E"
"20.267","Rejected","Female","E"
"20.268","Rejected","Female","E"
"20.269","Rejected","Female","E"
"20.270","Rejected","Female","E"
"20.271","Rejected","Female","E"
"20.272","Rejected","Female","E"
"20.273","Rejected","Female","E"
"20.274","Rejected","Female","E"
"20.275","Rejected","Female","E"
"20.276","Rejected","Female","E"
"20.277","Rejected","Female","E"
"20.278","Rejected","Female","E"
"20.279","Rejected","Female","E"
"20.280","Rejected","Female","E"
"20.281","Rejected","Female","E"
"20.282","Rejected","Female","E"
"20.283","Rejected","Female","E"
"20.284","Rejected","Female","E"
"20.285","Rejected","Female","E"
"20.286","Rejected","Female","E"
"20.287","Rejected","Female","E"
"20.288","Rejected","Female","E"
"20.289","Rejected","Female","E"
"20.290","Rejected","Female","E"
"20.291","Rejected","Female","E"
"20.292","Rejected","Female","E"
"20.293","Rejected","Female","E"
"20.294","Rejected","Female","E"
"20.295","Rejected","Female","E"
"20.296","Rejected","Female","E"
"20.297","Rejected","Female","E"
"20.298","Rejected","Female","E"
"21","Admitted","Male","F"
"21.1","Admitted","Male","F"
"21.2","Admitted","Male","F"
"21.3","Admitted","Male","F"
"21.4","Admitted","Male","F"
"21.5","Admitted","Male","F"
"21.6","Admitted","Male","F"
"21.7","Admitted","Male","F"
"21.8","Admitted","Male","F"
"21.9","Admitted","Male","F"
"21.10","Admitted","Male","F"
"21.11","Admitted","Male","F"
"21.12","Admitted","Male","F"
"21.13","Admitted","Male","F"
"21.14","Admitted","Male","F"
"21.15","Admitted","Male","F"
"21.16","Admitted","Male","F"
"21.17","Admitted","Male","F"
"21.18","Admitted","Male","F"
"21.19","Admitted","Male","F"
"21.20","Admitted","Male","F"
"21.21","Admitted","Male","F"
"22","Rejected","Male","F"
"22.1","Rejected","Male","F"
"22.2","Rejected","Male","F"
"22.3","Rejected","Male","F"
"22.4","Rejected","Male","F"
"22.5","Rejected","Male","F"
"22.6","Rejected","Male","F"
"22.7","Rejected","Male","F"
"22.8","Rejected","Male","F"
"22.9","Rejected","Male","F"
"22.10","Rejected","Male","F"
"22.11","Rejected","Male","F"
"22.12","Rejected","Male","F"
"22.13","Rejected","Male","F"
"22.14","Rejected","Male","F"
"22.15","Rejected","Male","F"
"22.16","Rejected","Male","F"
"22.17","Rejected","Male","F"
"22.18","Rejected","Male","F"
"22.19","Rejected","Male","F"
"22.20","Rejected","Male","F"
"22.21","Rejected","Male","F"
"22.22","Rejected","Male","F"
"22.23","Rejected","Male","F"
"22.24","Rejected","Male","F"
"22.25","Rejected","Male","F"
"22.26","Rejected","Male","F"
"22.27","Rejected","Male","F"
"22.28","Rejected","Male","F"
"22.29","Rejected","Male","F"
"22.30","Rejected","Male","F"
"22.31","Rejected","Male","F"
"22.32","Rejected","Male","F"
"22.33","Rejected","Male","F"
"22.34","Rejected","Male","F"
"22.35","Rejected","Male","F"
"22.36","Rejected","Male","F"
"22.37","Rejected","Male","F"
"22.38","Rejected","Male","F"
"22.39","Rejected","Male","F"
"22.40","Rejected","Male","F"
"22.41","Rejected","Male","F"
"22.42","Rejected","Male","F"
"22.43","Rejected","Male","F"
"22.44","Rejected","Male","F"
"22.45","Rejected","Male","F"
"22.46","Rejected","Male","F"
"22.47","Rejected","Male","F"
"22.48","Rejected","Male","F"
"22.49","Rejected","Male","F"
"22.50","Rejected","Male","F"
"22.51","Rejected","Male","F"
"22.52","Rejected","Male","F"
"22.53","Rejected","Male","F"
"22.54","Rejected","Male","F"
"22.55","Rejected","Male","F"
"22.56","Rejected","Male","F"
"22.57","Rejected","Male","F"
"22.58","Rejected","Male","F"
"22.59","Rejected","Male","F"
"22.60","Rejected","Male","F"
"22.61","Rejected","Male","F"
"22.62","Rejected","Male","F"
"22.63","Rejected","Male","F"
"22.64","Rejected","Male","F"
"22.65","Rejected","Male","F"
"22.66","Rejected","Male","F"
"22.67","Rejected","Male","F"
"22.68","Rejected","Male","F"
"22.69","Rejected","Male","F"
"22.70","Rejected","Male","F"
"22.71","Rejected","Male","F"
"22.72","Rejected","Male","F"
"22.73","Rejected","Male","F"
"22.74","Rejected","Male","F"
"22.75","Rejected","Male","F"
"22.76","Rejected","Male","F"
"22.77","Rejected","Male","F"
"22.78","Rejected","Male","F"
"22.79","Rejected","Male","F"
"22.80","Rejected","Male","F"
"22.81","Rejected","Male","F"
"22.82","Rejected","Male","F"
"22.83","Rejected","Male","F"
"22.84","Rejected","Male","F"
"22.85","Rejected","Male","F"
"22.86","Rejected","Male","F"
"22.87","Rejected","Male","F"
"22.88","Rejected","Male","F"
"22.89","Rejected","Male","F"
"22.90","Rejected","Male","F"
"22.91","Rejected","Male","F"
"22.92","Rejected","Male","F"
"22.93","Rejected","Male","F"
"22.94","Rejected","Male","F"
"22.95","Rejected","Male","F"
"22.96","Rejected","Male","F"
"22.97","Rejected","Male","F"
"22.98","Rejected","Male","F"
"22.99","Rejected","Male","F"
"22.100","Rejected","Male","F"
"22.101","Rejected","Male","F"
"22.102","Rejected","Male","F"
"22.103","Rejected","Male","F"
"22.104","Rejected","Male","F"
"22.105","Rejected","Male","F"
"22.106","Rejected","Male","F"
"22.107","Rejected","Male","F"
"22.108","Rejected","Male","F"
"22.109","Rejected","Male","F"
"22.110","Rejected","Male","F"
"22.111","Rejected","Male","F"
"22.112","Rejected","Male","F"
"22.113","Rejected","Male","F"
"22.114","Rejected","Male","F"
"22.115","Rejected","Male","F"
"22.116","Rejected","Male","F"
"22.117","Rejected","Male","F"
"22.118","Rejected","Male","F"
"22.119","Rejected","Male","F"
"22.120","Rejected","Male","F"
"22.121","Rejected","Male","F"
"22.122","Rejected","Male","F"
"22.123","Rejected","Male","F"
"22.124","Rejected","Male","F"
"22.125","Rejected","Male","F"
"22.126","Rejected","Male","F"
"22.127","Rejected","Male","F"
"22.128","Rejected","Male","F"
"22.129","Rejected","Male","F"
"22.130","Rejected","Male","F"
"22.131","Rejected","Male","F"
"22.132","Rejected","Male","F"
"22.133","Rejected","Male","F"
"22.134","Rejected","Male","F"
"22.135","Rejected","Male","F"
"22.136","Rejected","Male","F"
"22.137","Rejected","Male","F"
"22.138","Rejected","Male","F"
"22.139","Rejected","Male","F"
"22.140","Rejected","Male","F"
"22.141","Rejected","Male","F"
"22.142","Rejected","Male","F"
"22.143","Rejected","Male","F"
"22.144","Rejected","Male","F"
"22.145","Rejected","Male","F"
"22.146","Rejected","Male","F"
"22.147","Rejected","Male","F"
"22.148","Rejected","Male","F"
"22.149","Rejected","Male","F"
"22.150","Rejected","Male","F"
"22.151","Rejected","Male","F"
"22.152","Rejected","Male","F"
"22.153","Rejected","Male","F"
"22.154","Rejected","Male","F"
"22.155","Rejected","Male","F"
"22.156","Rejected","Male","F"
"22.157","Rejected","Male","F"
"22.158","Rejected","Male","F"
"22.159","Rejected","Male","F"
"22.160","Rejected","Male","F"
"22.161","Rejected","Male","F"
"22.162","Rejected","Male","F"
"22.163","Rejected","Male","F"
"22.164","Rejected","Male","F"
"22.165","Rejected","Male","F"
"22.166","Rejected","Male","F"
"22.167","Rejected","Male","F"
"22.168","Rejected","Male","F"
"22.169","Rejected","Male","F"
"22.170","Rejected","Male","F"
"22.171","Rejected","Male","F"
"22.172","Rejected","Male","F"
"22.173","Rejected","Male","F"
"22.174","Rejected","Male","F"
"22.175","Rejected","Male","F"
"22.176","Rejected","Male","F"
"22.177","Rejected","Male","F"
"22.178","Rejected","Male","F"
"22.179","Rejected","Male","F"
"22.180","Rejected","Male","F"
"22.181","Rejected","Male","F"
"22.182","Rejected","Male","F"
"22.183","Rejected","Male","F"
"22.184","Rejected","Male","F"
"22.185","Rejected","Male","F"
"22.186","Rejected","Male","F"
"22.187","Rejected","Male","F"
"22.188","Rejected","Male","F"
"22.189","Rejected","Male","F"
"22.190","Rejected","Male","F"
"22.191","Rejected","Male","F"
"22.192","Rejected","Male","F"
"22.193","Rejected","Male","F"
"22.194","Rejected","Male","F"
"22.195","Rejected","Male","F"
"22.196","Rejected","Male","F"
"22.197","Rejected","Male","F"
"22.198","Rejected","Male","F"
"22.199","Rejected","Male","F"
"22.200","Rejected","Male","F"
"22.201","Rejected","Male","F"
"22.202","Rejected","Male","F"
"22.203","Rejected","Male","F"
"22.204","Rejected","Male","F"
"22.205","Rejected","Male","F"
"22.206","Rejected","Male","F"
"22.207","Rejected","Male","F"
"22.208","Rejected","Male","F"
"22.209","Rejected","Male","F"
"22.210","Rejected","Male","F"
"22.211","Rejected","Male","F"
"22.212","Rejected","Male","F"
"22.213","Rejected","Male","F"
"22.214","Rejected","Male","F"
"22.215","Rejected","Male","F"
"22.216","Rejected","Male","F"
"22.217","Rejected","Male","F"
"22.218","Rejected","Male","F"
"22.219","Rejected","Male","F"
"22.220","Rejected","Male","F"
"22.221","Rejected","Male","F"
"22.222","Rejected","Male","F"
"22.223","Rejected","Male","F"
"22.224","Rejected","Male","F"
"22.225","Rejected","Male","F"
"22.226","Rejected","Male","F"
"22.227","Rejected","Male","F"
"22.228","Rejected","Male","F"
"22.229","Rejected","Male","F"
"22.230","Rejected","Male","F"
"22.231","Rejected","Male","F"
"22.232","Rejected","Male","F"
"22.233","Rejected","Male","F"
"22.234","Rejected","Male","F"
"22.235","Rejected","Male","F"
"22.236","Rejected","Male","F"
"22.237","Rejected","Male","F"
"22.238","Rejected","Male","F"
"22.239","Rejected","Male","F"
"22.240","Rejected","Male","F"
"22.241","Rejected","Male","F"
"22.242","Rejected","Male","F"
"22.243","Rejected","Male","F"
"22.244","Rejected","Male","F"
"22.245","Rejected","Male","F"
"22.246","Rejected","Male","F"
"22.247","Rejected","Male","F"
"22.248","Rejected","Male","F"
"22.249","Rejected","Male","F"
"22.250","Rejected","Male","F"
"22.251","Rejected","Male","F"
"22.252","Rejected","Male","F"
"22.253","Rejected","Male","F"
"22.254","Rejected","Male","F"
"22.255","Rejected","Male","F"
"22.256","Rejected","Male","F"
"22.257","Rejected","Male","F"
"22.258","Rejected","Male","F"
"22.259","Rejected","Male","F"
"22.260","Rejected","Male","F"
"22.261","Rejected","Male","F"
"22.262","Rejected","Male","F"
"22.263","Rejected","Male","F"
"22.264","Rejected","Male","F"
"22.265","Rejected","Male","F"
"22.266","Rejected","Male","F"
"22.267","Rejected","Male","F"
"22.268","Rejected","Male","F"
"22.269","Rejected","Male","F"
"22.270","Rejected","Male","F"
"22.271","Rejected","Male","F"
"22.272","Rejected","Male","F"
"22.273","Rejected","Male","F"
"22.274","Rejected","Male","F"
"22.275","Rejected","Male","F"
"22.276","Rejected","Male","F"
"22.277","Rejected","Male","F"
"22.278","Rejected","Male","F"
"22.279","Rejected","Male","F"
"22.280","Rejected","Male","F"
"22.281","Rejected","Male","F"
"22.282","Rejected","Male","F"
"22.283","Rejected","Male","F"
"22.284","Rejected","Male","F"
"22.285","Rejected","Male","F"
"22.286","Rejected","Male","F"
"22.287","Rejected","Male","F"
"22.288","Rejected","Male","F"
"22.289","Rejected","Male","F"
"22.290","Rejected","Male","F"
"22.291","Rejected","Male","F"
"22.292","Rejected","Male","F"
"22.293","Rejected","Male","F"
"22.294","Rejected","Male","F"
"22.295","Rejected","Male","F"
"22.296","Rejected","Male","F"
"22.297","Rejected","Male","F"
"22.298","Rejected","Male","F"
"22.299","Rejected","Male","F"
"22.300","Rejected","Male","F"
"22.301","Rejected","Male","F"
"22.302","Rejected","Male","F"
"22.303","Rejected","Male","F"
"22.304","Rejected","Male","F"
"22.305","Rejected","Male","F"
"22.306","Rejected","Male","F"
"22.307","Rejected","Male","F"
"22.308","Rejected","Male","F"
"22.309","Rejected","Male","F"
"22.310","Rejected","Male","F"
"22.311","Rejected","Male","F"
"22.312","Rejected","Male","F"
"22.313","Rejected","Male","F"
"22.314","Rejected","Male","F"
"22.315","Rejected","Male","F"
"22.316","Rejected","Male","F"
"22.317","Rejected","Male","F"
"22.318","Rejected","Male","F"
"22.319","Rejected","Male","F"
"22.320","Rejected","Male","F"
"22.321","Rejected","Male","F"
"22.322","Rejected","Male","F"
"22.323","Rejected","Male","F"
"22.324","Rejected","Male","F"
"22.325","Rejected","Male","F"
"22.326","Rejected","Male","F"
"22.327","Rejected","Male","F"
"22.328","Rejected","Male","F"
"22.329","Rejected","Male","F"
"22.330","Rejected","Male","F"
"22.331","Rejected","Male","F"
"22.332","Rejected","Male","F"
"22.333","Rejected","Male","F"
"22.334","Rejected","Male","F"
"22.335","Rejected","Male","F"
"22.336","Rejected","Male","F"
"22.337","Rejected","Male","F"
"22.338","Rejected","Male","F"
"22.339","Rejected","Male","F"
"22.340","Rejected","Male","F"
"22.341","Rejected","Male","F"
"22.342","Rejected","Male","F"
"22.343","Rejected","Male","F"
"22.344","Rejected","Male","F"
"22.345","Rejected","Male","F"
"22.346","Rejected","Male","F"
"22.347","Rejected","Male","F"
"22.348","Rejected","Male","F"
"22.349","Rejected","Male","F"
"22.350","Rejected","Male","F"
"23","Admitted","Female","F"
"23.1","Admitted","Female","F"
"23.2","Admitted","Female","F"
"23.3","Admitted","Female","F"
"23.4","Admitted","Female","F"
"23.5","Admitted","Female","F"
"23.6","Admitted","Female","F"
"23.7","Admitted","Female","F"
"23.8","Admitted","Female","F"
"23.9","Admitted","Female","F"
"23.10","Admitted","Female","F"
"23.11","Admitted","Female","F"
"23.12","Admitted","Female","F"
"23.13","Admitted","Female","F"
"23.14","Admitted","Female","F"
"23.15","Admitted","Female","F"
"23.16","Admitted","Female","F"
"23.17","Admitted","Female","F"
"23.18","Admitted","Female","F"
"23.19","Admitted","Female","F"
"23.20","Admitted","Female","F"
"23.21","Admitted","Female","F"
"23.22","Admitted","Female","F"
"23.23","Admitted","Female","F"
"24","Rejected","Female","F"
"24.1","Rejected","Female","F"
"24.2","Rejected","Female","F"
"24.3","Rejected","Female","F"
"24.4","Rejected","Female","F"
"24.5","Rejected","Female","F"
"24.6","Rejected","Female","F"
"24.7","Rejected","Female","F"
"24.8","Rejected","Female","F"
"24.9","Rejected","Female","F"
"24.10","Rejected","Female","F"
"24.11","Rejected","Female","F"
"24.12","Rejected","Female","F"
"24.13","Rejected","Female","F"
"24.14","Rejected","Female","F"
"24.15","Rejected","Female","F"
"24.16","Rejected","Female","F"
"24.17","Rejected","Female","F"
"24.18","Rejected","Female","F"
"24.19","Rejected","Female","F"
"24.20","Rejected","Female","F"
"24.21","Rejected","Female","F"
"24.22","Rejected","Female","F"
"24.23","Rejected","Female","F"
"24.24","Rejected","Female","F"
"24.25","Rejected","Female","F"
"24.26","Rejected","Female","F"
"24.27","Rejected","Female","F"
"24.28","Rejected","Female","F"
"24.29","Rejected","Female","F"
"24.30","Rejected","Female","F"
"24.31","Rejected","Female","F"
"24.32","Rejected","Female","F"
"24.33","Rejected","Female","F"
"24.34","Rejected","Female","F"
"24.35","Rejected","Female","F"
"24.36","Rejected","Female","F"
"24.37","Rejected","Female","F"
"24.38","Rejected","Female","F"
"24.39","Rejected","Female","F"
"24.40","Rejected","Female","F"
"24.41","Rejected","Female","F"
"24.42","Rejected","Female","F"
"24.43","Rejected","Female","F"
"24.44","Rejected","Female","F"
"24.45","Rejected","Female","F"
"24.46","Rejected","Female","F"
"24.47","Rejected","Female","F"
"24.48","Rejected","Female","F"
"24.49","Rejected","Female","F"
"24.50","Rejected","Female","F"
"24.51","Rejected","Female","F"
"24.52","Rejected","Female","F"
"24.53","Rejected","Female","F"
"24.54","Rejected","Female","F"
"24.55","Rejected","Female","F"
"24.56","Rejected","Female","F"
"24.57","Rejected","Female","F"
"24.58","Rejected","Female","F"
"24.59","Rejected","Female","F"
"24.60","Rejected","Female","F"
"24.61","Rejected","Female","F"
"24.62","Rejected","Female","F"
"24.63","Rejected","Female","F"
"24.64","Rejected","Female","F"
"24.65","Rejected","Female","F"
"24.66","Rejected","Female","F"
"24.67","Rejected","Female","F"
"24.68","Rejected","Female","F"
"24.69","Rejected","Female","F"
"24.70","Rejected","Female","F"
"24.71","Rejected","Female","F"
"24.72","Rejected","Female","F"
"24.73","Rejected","Female","F"
"24.74","Rejected","Female","F"
"24.75","Rejected","Female","F"
"24.76","Rejected","Female","F"
"24.77","Rejected","Female","F"
"24.78","Rejected","Female","F"
"24.79","Rejected","Female","F"
"24.80","Rejected","Female","F"
"24.81","Rejected","Female","F"
"24.82","Rejected","Female","F"
"24.83","Rejected","Female","F"
"24.84","Rejected","Female","F"
"24.85","Rejected","Female","F"
"24.86","Rejected","Female","F"
"24.87","Rejected","Female","F"
"24.88","Rejected","Female","F"
"24.89","Rejected","Female","F"
"24.90","Rejected","Female","F"
"24.91","Rejected","Female","F"
"24.92","Rejected","Female","F"
"24.93","Rejected","Female","F"
"24.94","Rejected","Female","F"
"24.95","Rejected","Female","F"
"24.96","Rejected","Female","F"
"24.97","Rejected","Female","F"
"24.98","Rejected","Female","F"
"24.99","Rejected","Female","F"
"24.100","Rejected","Female","F"
"24.101","Rejected","Female","F"
"24.102","Rejected","Female","F"
"24.103","Rejected","Female","F"
"24.104","Rejected","Female","F"
"24.105","Rejected","Female","F"
"24.106","Rejected","Female","F"
"24.107","Rejected","Female","F"
"24.108","Rejected","Female","F"
"24.109","Rejected","Female","F"
"24.110","Rejected","Female","F"
"24.111","Rejected","Female","F"
"24.112","Rejected","Female","F"
"24.113","Rejected","Female","F"
"24.114","Rejected","Female","F"
"24.115","Rejected","Female","F"
"24.116","Rejected","Female","F"
"24.117","Rejected","Female","F"
"24.118","Rejected","Female","F"
"24.119","Rejected","Female","F"
"24.120","Rejected","Female","F"
"24.121","Rejected","Female","F"
"24.122","Rejected","Female","F"
"24.123","Rejected","Female","F"
"24.124","Rejected","Female","F"
"24.125","Rejected","Female","F"
"24.126","Rejected","Female","F"
"24.127","Rejected","Female","F"
"24.128","Rejected","Female","F"
"24.129","Rejected","Female","F"
"24.130","Rejected","Female","F"
"24.131","Rejected","Female","F"
"24.132","Rejected","Female","F"
"24.133","Rejected","Female","F"
"24.134","Rejected","Female","F"
"24.135","Rejected","Female","F"
"24.136","Rejected","Female","F"
"24.137","Rejected","Female","F"
"24.138","Rejected","Female","F"
"24.139","Rejected","Female","F"
"24.140","Rejected","Female","F"
"24.141","Rejected","Female","F"
"24.142","Rejected","Female","F"
"24.143","Rejected","Female","F"
"24.144","Rejected","Female","F"
"24.145","Rejected","Female","F"
"24.146","Rejected","Female","F"
"24.147","Rejected","Female","F"
"24.148","Rejected","Female","F"
"24.149","Rejected","Female","F"
"24.150","Rejected","Female","F"
"24.151","Rejected","Female","F"
"24.152","Rejected","Female","F"
"24.153","Rejected","Female","F"
"24.154","Rejected","Female","F"
"24.155","Rejected","Female","F"
"24.156","Rejected","Female","F"
"24.157","Rejected","Female","F"
"24.158","Rejected","Female","F"
"24.159","Rejected","Female","F"
